2025-10-28 15:32:48, INFO, 127.0.0.1:36852, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000470
2025-10-28 15:32:48, INFO, 127.0.0.1:36866, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000342
2025-10-28 15:32:48, INFO, 127.0.0.1:36880, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000311
2025-10-28 15:32:48, INFO, 127.0.0.1:36888, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000317
2025-10-28 15:32:48, INFO, 127.0.0.1:36892, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000358
2025-10-28 15:32:48, INFO, 127.0.0.1:36908, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000355
2025-10-28 15:32:48, INFO, 127.0.0.1:36910, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000373
2025-10-28 15:32:48, INFO, 127.0.0.1:36926, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000366
2025-10-28 15:32:48, INFO, 127.0.0.1:36928, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000375
2025-10-28 15:32:48, INFO, 127.0.0.1:36934, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000369
2025-10-28 15:32:48, INFO, 127.0.0.1:36938, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000334
2025-10-28 15:32:48, INFO, 127.0.0.1:36946, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000362
2025-10-28 15:32:48, INFO, 127.0.0.1:36954, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000358
2025-10-28 15:32:48, INFO, 127.0.0.1:36958, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000370
2025-10-28 15:32:48, INFO, 127.0.0.1:36974, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000444
2025-10-28 15:32:48, INFO, 127.0.0.1:36976, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000386
2025-10-28 15:32:48, INFO, 127.0.0.1:36990, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000289
2025-10-28 15:32:48, INFO, 127.0.0.1:36998, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000361
2025-10-28 15:32:48, INFO, 127.0.0.1:37004, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000435
2025-10-28 15:32:48, INFO, 127.0.0.1:37014, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000377
2025-10-28 15:32:48, INFO, 127.0.0.1:37018, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000355
2025-10-28 15:32:48, INFO, 127.0.0.1:37026, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000291
2025-10-28 15:32:48, INFO, 127.0.0.1:37030, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000364
2025-10-28 15:32:48, INFO, 127.0.0.1:37034, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000370
2025-10-28 15:32:48, INFO, 127.0.0.1:37046, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000335
2025-10-28 15:32:48, INFO, 127.0.0.1:37054, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000342
2025-10-28 15:32:48, INFO, 127.0.0.1:37062, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000371
2025-10-28 15:32:48, INFO, 127.0.0.1:37070, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000378
2025-10-28 15:32:48, INFO, 127.0.0.1:37076, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000326
2025-10-28 15:32:48, INFO, 127.0.0.1:37078, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000322
2025-10-28 15:32:48, INFO, 127.0.0.1:37092, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000374
2025-10-28 15:32:48, INFO, 127.0.0.1:37098, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000365
2025-10-28 15:32:48, INFO, 127.0.0.1:37114, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000321
2025-10-28 15:32:48, INFO, 127.0.0.1:37126, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000331
2025-10-28 15:32:48, INFO, 127.0.0.1:37142, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000362
2025-10-28 15:32:48, INFO, 127.0.0.1:37154, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000333
2025-10-28 15:32:49, INFO, 127.0.0.1:37160, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000395
2025-10-28 15:32:49, INFO, 127.0.0.1:37176, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000362
2025-10-28 15:32:49, INFO, 127.0.0.1:37186, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000356
2025-10-28 15:32:49, INFO, 127.0.0.1:37198, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000368
2025-10-28 15:32:49, INFO, 127.0.0.1:37214, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000338
2025-10-28 15:32:49, INFO, 127.0.0.1:37218, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000372
2025-10-28 15:32:49, INFO, 127.0.0.1:37232, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000351
2025-10-28 15:32:49, INFO, 127.0.0.1:37234, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000286
2025-10-28 15:32:49, INFO, 127.0.0.1:37236, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000366
2025-10-28 15:32:49, INFO, 127.0.0.1:37244, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000411
2025-10-28 15:32:49, INFO, 127.0.0.1:37246, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000345
2025-10-28 15:32:49, INFO, 127.0.0.1:37250, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000389
2025-10-28 15:32:49, INFO, 127.0.0.1:37262, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000333
2025-10-28 15:32:49, INFO, 127.0.0.1:37268, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000358
2025-10-28 15:32:49, INFO, 127.0.0.1:37280, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000366
2025-10-28 15:32:49, INFO, 127.0.0.1:37282, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000368
2025-10-28 15:32:49, INFO, 127.0.0.1:37288, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000361
2025-10-28 15:32:49, INFO, 127.0.0.1:37298, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000319
2025-10-28 15:32:49, INFO, 127.0.0.1:37310, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000367
2025-10-28 15:32:49, INFO, 127.0.0.1:37324, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000372
2025-10-28 15:32:49, INFO, 127.0.0.1:37340, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000339
2025-10-28 15:32:49, INFO, 127.0.0.1:37350, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000361
2025-10-28 15:32:49, INFO, 127.0.0.1:37362, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000390
2025-10-28 15:32:49, INFO, 127.0.0.1:37378, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000395
2025-10-28 15:32:49, INFO, 127.0.0.1:37392, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000350
2025-10-28 15:32:49, INFO, 127.0.0.1:37402, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000337
2025-10-28 15:32:49, INFO, 127.0.0.1:37404, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000370
2025-10-28 15:32:49, INFO, 127.0.0.1:37412, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000320
2025-10-28 15:32:49, INFO, 127.0.0.1:37426, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000360
2025-10-28 15:32:49, INFO, 127.0.0.1:37432, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000357
2025-10-28 15:32:49, INFO, 127.0.0.1:37444, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000386
2025-10-28 15:32:49, INFO, 127.0.0.1:37446, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000391
2025-10-28 15:32:49, INFO, 127.0.0.1:37452, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000384
2025-10-28 15:32:49, INFO, 127.0.0.1:37468, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000362
2025-10-28 15:32:49, INFO, 127.0.0.1:37474, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000380
2025-10-28 15:32:49, INFO, 127.0.0.1:37480, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000312
2025-10-28 15:32:49, INFO, 127.0.0.1:34190, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000385
2025-10-28 15:32:49, INFO, 127.0.0.1:34204, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000337
2025-10-28 15:32:49, INFO, 127.0.0.1:34218, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000372
2025-10-28 15:32:49, INFO, 127.0.0.1:34232, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000345
2025-10-28 15:32:49, INFO, 127.0.0.1:34236, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000378
2025-10-28 15:32:49, INFO, 127.0.0.1:34242, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000321
2025-10-28 15:32:49, INFO, 127.0.0.1:34246, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000368
2025-10-28 15:32:49, INFO, 127.0.0.1:34248, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000356
2025-10-28 15:32:50, INFO, 127.0.0.1:34258, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000341
2025-10-28 15:32:50, INFO, 127.0.0.1:34272, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000388
2025-10-28 15:32:50, INFO, 127.0.0.1:34286, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000350
2025-10-28 15:32:50, INFO, 127.0.0.1:34302, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000350
2025-10-28 15:32:50, INFO, 127.0.0.1:34312, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000335
2025-10-28 15:32:50, INFO, 127.0.0.1:34322, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000367
2025-10-28 15:32:50, INFO, 127.0.0.1:34338, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000319
2025-10-28 15:32:50, INFO, 127.0.0.1:34350, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000420
2025-10-28 15:32:50, INFO, 127.0.0.1:34354, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000395
2025-10-28 15:32:50, INFO, 127.0.0.1:34360, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000365
2025-10-28 15:32:50, INFO, 127.0.0.1:34364, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000369
2025-10-28 15:32:50, INFO, 127.0.0.1:34368, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000347
2025-10-28 15:32:50, INFO, 127.0.0.1:34370, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000378
2025-10-28 15:32:50, INFO, 127.0.0.1:34382, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000484
2025-10-28 15:32:50, INFO, 127.0.0.1:34384, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000348
2025-10-28 15:32:50, INFO, 127.0.0.1:34386, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000397
2025-10-28 15:32:50, INFO, 127.0.0.1:34390, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000391
2025-10-28 15:32:50, INFO, 127.0.0.1:34396, GET /api/health/ HTTP/1.1, 200, PID-<11289>, 0.000402
